"","P1","P10","P2","P3","P4","P5","P6","P7","P8","P9"
"ENSMUSG00000038555",22,225,39,161,229,234,196,136,178,116
"ENSMUSG00000038560",18,47,9,32,33,39,45,24,30,32
"ENSMUSG00000038563",458,248.046329204094,667,248.021795585838,309.246377403224,264.028944365458,211,167.066653376832,208,178.013993976568
"ENSMUSG00000038564",246,549,354,402,567,357,427,396,473,362
"ENSMUSG00000038567",0,0,0,1,0,0,0,2,0,0
"ENSMUSG00000038569",21.0339421996395,90,23.034555741324,48,59,44.1231956887808,59,70,46,61
"ENSMUSG00000038570",5,37,9,33,34,25,22,24,22,24
"ENSMUSG00000038572",3,0,0,0,1,0,0,2,0,0
"ENSMUSG00000038576",9,114,31,118,185,126,122,130,123,89
"ENSMUSG00000038578",85,192,54,196,224,169,136,169,175,138
"ENSMUSG00000038580",217,20,506,100,89,137,17,0,8,1
"ENSMUSG00000038582",722,494,744,464,559,406,358,305,386,372
"ENSMUSG00000038583",2,10,4,10,7,3,4,6,4,5
"ENSMUSG00000038587",73,109,27,105,122,72,159,71,88,105
"ENSMUSG00000038591",1,0,0,0,1,0,0,0,0,0
"ENSMUSG00000038593",67.0018505360068,200.917320585592,88.969617240642,185.010199026369,238.010056779085,160.00044159344,172,160.028236377616,184,150
"ENSMUSG00000038594",79.7136569635745,142.023891508689,31.1408240939743,117.608147315693,187.836006194363,91.5269881462894,89.6339674679073,111.590974437469,155.648945693257,120.014205651275
"ENSMUSG00000038598",1,0,1,0,0,0,0,0,0,0
"ENSMUSG00000038599",35,4,39,7,8,5,4,2,0,2
"ENSMUSG00000038600",1,3,9,3,4.04582449320482,0,7,2.0711139848456,2.02519499561876,7.38707596751553
"ENSMUSG00000038602",5,245,28,123,178,80,128.070471080783,253,260,162.057987329111
"ENSMUSG00000038604",301,737,274,558,772,538,674,553,566,487
"ENSMUSG00000038605",171,475,278,415,530,396,400,360,373,312
"ENSMUSG00000038607",204,198,146,218,231,256,135,153,181,205
"ENSMUSG00000038608",826.023789663313,661.089105255092,136.003088630993,561.052678991531,399.101687750044,382.130406829499,347.172765021474,454.10918181547,597.085740234853,532.754785608232
"ENSMUSG00000038611",667.002648098838,779.000764709965,837,704.000907563717,830.437438786062,665.229844040809,580.002937338109,535,590,542
"ENSMUSG00000038612",2812,1685,2187,1677,1673,2002,1639,1188,1361,2078
"ENSMUSG00000038615",1602.97603055871,4370.9905346052,2187,3122,4533.98913553562,3230,3237.99452200156,3055,3480.99283512669,2923.97874670556
"ENSMUSG00000038618",296,153,611,176,200,214,117,63,104,95
"ENSMUSG00000038619",917,873,1330,837,1029,932,752.819908472797,649.085581457191,721.04788065864,653.146554010685
"ENSMUSG00000038622",122,109,145,104,155,150,101,77,108,88
"ENSMUSG00000038623",124.000546180491,138,14.0689392836595,87,81.0098291846204,148,149,61.0005215327977,99,129
"ENSMUSG00000038624",0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000038628",367,460,437.236015713529,415,621.472412797932,504,427.30356646411,386,463.747794339507,351
"ENSMUSG00000038630",11,177,41,155,188,62,100,146,217,128
"ENSMUSG00000038633",749,2208,932,2009,3211,2554,2138,1886,2044,1479
"ENSMUSG00000038637",79,151.023769479722,123,116,189,130,128,114,127,85
"ENSMUSG00000038641",0,2,3,4,6,5,2,2,5,1
"ENSMUSG00000038642",1794,858,1665,993,913,1814,710,326,527,629
"ENSMUSG00000038644",300,207,342,196,164,268,113,112,105,141
"ENSMUSG00000038646",400.456581544145,473.075633567596,502.680941826885,393.103512141275,450.578043870472,458.843917365347,357.417427279668,353.577168262042,440.320282815984,378.578531060324
"ENSMUSG00000038648",904.773647574135,3121.03142063312,1096.01941633429,2167,3707.99668857584,2016.04261691057,2710.03097878647,2436.95553254254,2705.1280139557,2140
"ENSMUSG00000038650",1047,1069,1266,962,1400,1361,1325,849,949,1246
"ENSMUSG00000038651",2,0,1,0,0,0,0,0,0,0
"ENSMUSG00000038656",0,0,1.00099536647321,0,0,0,0,0,0,0
"ENSMUSG00000038658",395,515,459,376,498,301,375,435,448,623
"ENSMUSG00000038663",9,0,0,6,2,5,0,2,1,1
"ENSMUSG00000038664",1333.31488979584,1391.72009284095,1220.36215153349,1272.24254549111,1485.90861085676,913.133387618694,1122.84926845204,1155.55930256586,1600.35062988175,1054.08306519227
"ENSMUSG00000038665",16,4,12,5,5,2,0,0,1,0
"ENSMUSG00000038668",418,96,481,150,204,201,79,58,65,61
"ENSMUSG00000038670",3,5,5,5,4,2,1,0,2,2
"ENSMUSG00000038671",312,435,403,334,398,414,403,317,316,351
"ENSMUSG00000038676",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038677",7,6,3,11,12,12,6,3,1,3
"ENSMUSG00000038679",66,282,44,202,194,129,178,186,208,152
"ENSMUSG00000038683",448,361,625,327,480,463,351,258,324,289
"ENSMUSG00000038685",195,168,218,181,215,179,121,122,137,138
"ENSMUSG00000038690",2004,708,3427,928,1086,1549,857,555,684,550
"ENSMUSG00000038691",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038692",13,11.0587142292579,6,5,19,12,10,3,3,8
"ENSMUSG00000038695",170,285,253,153,288,275,248,192,169,215
"ENSMUSG00000038696",655,287,933,353,406,414,284,174,228,255
"ENSMUSG00000038697",364,450,530,366,495,402,368,311,351,300
"ENSMUSG00000038700",6,15,2,9,15,7,6,7,12,10
"ENSMUSG00000038702",33,173,26,116,141,58,100,112,173,104
"ENSMUSG00000038704",2,1,6,0,4,1,0,0,0,1
"ENSMUSG00000038705",287,378,374,275,427,350,315,283,314,318
"ENSMUSG00000038708",1920.00165616693,4696.0003152888,2798.0004484977,2869.00164451272,4963.00041949188,2982,3899.00032961867,3731.00076506996,4376.00050699484,3363
"ENSMUSG00000038709",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038712",555,614,765,422,568,476,627,465,450,604
"ENSMUSG00000038717",2116.59282597929,1626.38939959284,3300.44106491729,1641.51798656379,2137.37714310212,2291.21673788417,1691.60715584745,1245.527773529,1380.70575489544,1300.86471068479
"ENSMUSG00000038718",103,696,225,544,751,448,628,597,630,512
"ENSMUSG00000038721",3,6,2,3,5,7,4,9,4,1
"ENSMUSG00000038722",486,449,713,436,509,605,475,383,430,384
"ENSMUSG00000038725",9,10,8,2,14,10,2,9,6,19
"ENSMUSG00000038729",257.729993946241,303.059163521055,79,202.002705381275,180.583645828339,215,329.095177934393,242,183.165743702815,411
"ENSMUSG00000038732",232,36,20,46,33,29,105,30,21,27
"ENSMUSG00000038733",1573.9920835346,1632.15912525048,1392.07381648565,1339.0651971165,1588.24723522469,1194.13517075585,1254.76964514667,1267.81754232946,1486.08247611677,1331.86497328999
"ENSMUSG00000038736",232.235021493732,245.121290957183,258.618011121295,238.851677998307,293.483507389157,229.378795425659,210.491764845755,158.616616617455,194.906455225133,203.248019098797
"ENSMUSG00000038738",98.3928274917201,142.045489194438,48.4630541221677,109.020753346499,158.677982262337,67.3288846166793,135.853049549413,111.029336134712,93,145.320762060699
"ENSMUSG00000038740",127,137,75,127,124,98,135,87,87,117
"ENSMUSG00000038742",13,54,22,41,69,67,77,60,40,48
"ENSMUSG00000038745",2657,27,5816,841,458,854,138,18,96,13
"ENSMUSG00000038750",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038751",73.0139497237115,0,19.1230032762406,8.33484921351054,13,9,1,0,4.34304425239437,2.02951875337345
"ENSMUSG00000038754",0,0,1,0,5,11,0,1,0,1
"ENSMUSG00000038756",0,3,2,4,1,0,2,0,0,3
"ENSMUSG00000038759",445,519,656,504,515,428,392,417,434,353
"ENSMUSG00000038760",2,0,0,2,0,1,0,0,0,0
"ENSMUSG00000038762",1331,1192,1753,969,1343,1251,1128,874,1036,998
"ENSMUSG00000038763",3,1,2,3,1,2,0,0,1,1
"ENSMUSG00000038764",483,255,790,303,346,247,213,204,210,234
"ENSMUSG00000038765",6.0007970418075,197,41,108.006383026802,194.008917454076,102,153,148.009477107141,127,56
"ENSMUSG00000038766",938.300174778204,858.735224531936,968.109732508571,823.918701115761,980.640028339402,493.331126638622,610.118079169595,640.226420309699,737.457736636201,764.83713441242
"ENSMUSG00000038768",4,0,2,0,0,1,0,0,0,0
"ENSMUSG00000038770",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038773",723,853,808.00283032478,657,754,569.005100706311,519,516.00058253912,687.014286411071,590.010787225554
"ENSMUSG00000038774",625.247219415453,1300.00306526528,1045,1079,1420.05854718335,904,1022,1031,1180.68158247985,934
"ENSMUSG00000038775",100,34,53,29,27,39,52,21,26,36
"ENSMUSG00000038776",640,324,458,417,415,504,311,176,237,234
"ENSMUSG00000038777",4,55,19,33,53,30,59,41,60,34
"ENSMUSG00000038780",335,388,369,334,416,301,362,284,303,239
"ENSMUSG00000038781",747,80,1204,258,215,265,78,51,83,63
"ENSMUSG00000038782",15,11,16,21,17,10,22,9,13,26
"ENSMUSG00000038784",332,342,394,379,483.000066558441,297,317,281,326,309
"ENSMUSG00000038791",1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038793",15,63,20,54,66,68,50,53,71,50
"ENSMUSG00000038797",53,98,42,55.0039806391,100,78,92,65,86,90
"ENSMUSG00000038801",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038803",975,807,1244,834,1130,1301,919,678,765,646
"ENSMUSG00000038805",1.00006688574914,0,0,2,1.00018578583333,0,1.00002248863321,1.00004049861723,0,0
"ENSMUSG00000038806",253.089697479027,320,311,288,321,274,210,218,280,287
"ENSMUSG00000038807",905,9221,1710,4893,6960,3786,5888,6773,7666,5825
"ENSMUSG00000038811",78,42,26,49,42,142,18,21,26,48
"ENSMUSG00000038812",304.19840591451,418.790263705308,317,366.769354076371,495.643694790663,608.998664622689,434.681938909661,315.526007203026,353.476645162876,330
"ENSMUSG00000038816",93,334,222,292.001489729613,492,350,304.285007856451,266.001110859078,332.002200080539,223
"ENSMUSG00000038822",265.008736289485,314.014362577377,328.006675342399,278.003974471348,325.005486658734,236.0008863357,280.030316929201,241.016283633473,243.074459132829,174.089723374929
"ENSMUSG00000038827",155,473,233,376,444,276,373.893753078498,399,347,330
"ENSMUSG00000038828",1016.2213541383,1835.32221940676,1212.21351241139,1321.27154348544,2188.14940817998,1522.96517068437,1877.06011737227,1692.08028406375,1516.04106182522,1610.84478348822
"ENSMUSG00000038831",201.000111558623,271,250,273,358,206,232,244,234,200
"ENSMUSG00000038836",17.0242353123708,117.322908218281,31.4555708936988,90.2123485071621,127.215835438451,95.0765276656036,86.7004640856644,110.489649534892,162.017020805838,107.052845362181
"ENSMUSG00000038838",340,238,410,213,311,264,221,170,175,200
"ENSMUSG00000038840",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038843",150,53,48.6418381993683,63,61,70,62,52,63,110
"ENSMUSG00000038844",395,635,543,532.287580598144,632,425,523,427,513,495
"ENSMUSG00000038845",1267.03186134064,622.37152454358,2552.28888163721,705.595429639043,780.491690604245,1054.13516683577,588.999969224843,388.350919252816,466,475.283603571159
"ENSMUSG00000038848",610,754,691,759,954,700,604,555,593,682
"ENSMUSG00000038855",756,2724,716,2352.02302119708,3433.00524632444,2360.00163552776,2064,2125,2547,1655
"ENSMUSG00000038859",1089,734,1418,595,698,604,766,599,649,729
"ENSMUSG00000038860",19,18,6.00397948128105,33,31.0010046802724,46,17,13.0069308677794,15,23
"ENSMUSG00000038861",475,736,611,649,800,649,564,567,627,538
"ENSMUSG00000038866",395,901,675,768,1031,629,679,711,858,632
"ENSMUSG00000038871",619,373,721,353,507,482,324,234,346,233
"ENSMUSG00000038872",63,198,118,130,164,73,127.56563344703,133,142,99
"ENSMUSG00000038876",392,569,443,475,655,520,460,459,521,477
"ENSMUSG00000038879",306.719698264115,459.833845792158,336.630505891496,388.060713333292,498.393633012687,397.061829882532,478.344607151397,386.102100179601,444.648333780422,393.640063524448
"ENSMUSG00000038880",303.727132412526,218.035647135357,485.715259229285,225.000420661909,320.84074939158,343.439291412804,263.212529703602,160.252818294765,180.949379649296,215.816539783971
"ENSMUSG00000038883",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038884",104,637,210.027358417278,421,733.019078247257,566.019185908068,612,575,420.012851895654,403
"ENSMUSG00000038886",503.721239385301,1208.59851950843,297.633288468727,967.962099136311,1376.23392239571,811.704680032993,950.186627319304,951.288540825889,1077.63298142926,804.415104377747
"ENSMUSG00000038888",78,110,127,118,145,113,113,80,97,107
"ENSMUSG00000038891",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038893",324,1149,306,856,1363,1034,1150,850,1029,926
"ENSMUSG00000038894",373,839,632,634,963,558,1207,902,1011,1266
"ENSMUSG00000038895",46,119.003014315717,49,83.4501215506544,93,105,109,85.7432726062747,88,93.0005899096568
"ENSMUSG00000038900",304.59469908288,173.486596585128,366.870237413999,172.743127452898,240.830702809106,265.056502734567,217.742231362868,169.901794001512,139.944074126031,252.522882183402
"ENSMUSG00000038902",312,632.017337215439,387,479,574,429,398,412.062601858434,435,445
"ENSMUSG00000038903",125,12,186,38,56,51,19,12,17,12
"ENSMUSG00000038909",725.000183585339,741.187224183366,831,722,809,697,684,506.000901029532,571.077781340721,587
"ENSMUSG00000038910",458,441,488,461,529,533,317,302,381,281
"ENSMUSG00000038914",780.000691690065,941,948.27629500295,784,881.149434414087,567.002056159375,646.000698274338,611.012317604033,753,677
"ENSMUSG00000038916",11,316.089931993363,55.3617660666951,171.10388640511,266.034137999106,162.143965224517,176.42502688585,233.983161982044,290.328608997296,162.197888396346
"ENSMUSG00000038917",7,2,6,1,1,3,1,4,2,0
"ENSMUSG00000038925",0,0,0,0,0,1,2,1,0,1
"ENSMUSG00000038930",57.0000668937752,64.6778751845724,44.0001426040949,47,71.0006074993986,46,45.0013451624275,51.0005586181088,28,49.613599996208
"ENSMUSG00000038932",0,0,0,1,2,2,3,2,1,1
"ENSMUSG00000038936",285,341,447,275,396,286,251,168,309.581359739168,191
"ENSMUSG00000038943",266,53,413.022593646993,121.970601622022,128.003168055826,180,84,117.008867869743,72.0105138693865,46.9291265034791
"ENSMUSG00000038949",366,918,530,652,842,503,658,721,808,474
"ENSMUSG00000038954",55,88,55,69,100,86,74,53,73,76
"ENSMUSG00000038957",337,288,378,285,354,310,281,228,246,268
"ENSMUSG00000038963",78,24,122,36,42,41,20,14,17,21
"ENSMUSG00000038965",1849.31958698137,1391.51350889801,2445.39079765968,1371.02655211837,1749.96540570256,1792,1357.02372702111,1049.65425917076,1215.97068919709,1053.90069134663
"ENSMUSG00000038967",896,581,1710,671,762,565,552,491,532,573
"ENSMUSG00000038968",0,1.00004083170286,0,0,0,0,1.0000350861354,0,1.00006656189947,1.00007076419011
"ENSMUSG00000038970",1098,1039,1415,914.535809982417,1228,745,893,810,934,671
"ENSMUSG00000038973",0,0,1,1,0,0,0,0,0,0
"ENSMUSG00000038975",341,526,404,413,582,515,519,395,443,442
"ENSMUSG00000038976",1129,1482,897,1078,1368,1150,1097,898,1072,1008
"ENSMUSG00000038980",7,1,27,5,2,4,0,1,0,0
"ENSMUSG00000038982",115,186,147,147,224,186,147,121,118,113
"ENSMUSG00000038984",6,134,34,83,100,62,115,75,99,70
"ENSMUSG00000038987",1,0,2,1,6,0,0,3,2,0
"ENSMUSG00000038990",328,333,415.993951080284,293,316,268,269,253,240,223
"ENSMUSG00000038991",3374,2749,2769,2363,3853,3264,2649,2178,2325,2082
"ENSMUSG00000038994",0,1,0,0,1,0,0,0,0,0
"ENSMUSG00000038997",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039000",637,1288.03377798619,1029.00037037316,1093,1232,903,943,946.162237273918,1096,814
"ENSMUSG00000039001",1699,1248,1552,1138,1538,2221,1570,855,1147,1242
"ENSMUSG00000039004",19,67,26,53,93,53,67,70,43,56
"ENSMUSG00000039005",72,45,17,49,30,32,70,19,44,55
"ENSMUSG00000039007",268,1352,587,1255,1741,1425,1348,1221,1367,1067
"ENSMUSG00000039013",97,2,119,26.1480790532848,24,31,1,0,2,2
"ENSMUSG00000039016",328,283,504,227,354,365,272,222,253,195
"ENSMUSG00000039018",104,164,144,141,194,167,151,120,124,118
"ENSMUSG00000039021",12,54,12,34,49,41,39,40,37,32
"ENSMUSG00000039031",665,188,1002,365,387,358,206,179,176,180
"ENSMUSG00000039032",0.778194934791982,0,0,0,0,5,0,0,1,0
"ENSMUSG00000039033",112,135,109,162,251,220,158,155,157,142
"ENSMUSG00000039037",8.00021636745667,113.005209795738,23.0219561443567,75.1643018681068,150.155213032876,76.1213558838543,82.438963669611,88.0062237142002,92.4059845125881,86.0010279358929
"ENSMUSG00000039041",716,853.985055967691,1182,726,1041,968,799,648,677,600
"ENSMUSG00000039043",568,363,840,452,530,443,338,304,364,293
"ENSMUSG00000039046",475.01735067281,435.044478414498,620.116625639989,435.052298971639,546.005726387422,352.027561848108,334.111947041719,281.055421985876,369.160331897281,319
"ENSMUSG00000039047",473,714,654.000212946926,662.000130005292,797.002888025152,796,639,539,666,550.032470660197
"ENSMUSG00000039048",267,229,359,235,289,285,198,138,171,141
"ENSMUSG00000039050",487.017600359859,1095,639,872,1405,977,1036,916,1060,847.00575292253
"ENSMUSG00000039055",31,7,64,11,6,22,7,8,5,2
"ENSMUSG00000039057",45,33,18,26,34,15,43,21,28,51
"ENSMUSG00000039058",3,45.8045321061179,17.0139757308293,64,73,57.0528028224218,47,36,48,31
"ENSMUSG00000039059",0,6,0,5,6,6,4,8,4,9
"ENSMUSG00000039062",19031,2139,44884,8106,5749,7089,2867,1832,2346,1770
"ENSMUSG00000039063",64,70,115,70,128,120,131,79,98,80
"ENSMUSG00000039065",85,250,151.132481465924,185,245.03361186988,185,186,189.009483835019,213.076116358043,172.089776987617
"ENSMUSG00000039067",693,725,1073,660,864,886,677,595,677,637
"ENSMUSG00000039068",542.004401228096,1099.00653556307,713.3180486375,1031.00615608085,1260.01596748532,837.7304588093,888.008983408785,897.279790343758,1091.00544169453,825.004455667829
"ENSMUSG00000039069",145.009949156346,221.04372156045,177.335872805819,148.075176086355,175.011439681697,192.002628385614,176.017996703797,132.00841514364,167.001670035376,176.002644399924
"ENSMUSG00000039070",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039079",0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000039081",81,109,72,76,81,59,86,65,69,89
"ENSMUSG00000039084",21,14,276,48,14,54,9,1,0,8
"ENSMUSG00000039086",99,205,133,161.461302746446,193,115,125,151.90186111829,151,116
"ENSMUSG00000039087",908,571,1404.00123064818,582,713.000151979266,467.000016568677,385.266143019848,397,500.006715653115,338
"ENSMUSG00000039089",188.000055767608,122.000206874902,110,115.09686462542,79.0002312668594,92.0000914938767,65.0006672624581,81.0011334295604,112.001109100765,87.0010454401194
"ENSMUSG00000039092",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039095",1,0,0,1,0,0,0,0,0,0
"ENSMUSG00000039096",89,120,135.414860789929,81.4966473474898,118.370756256428,100,97,92,105.174288302954,71.3000557799786
"ENSMUSG00000039097",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039098",0,0,1,0,1,1,0,2,1,3
"ENSMUSG00000039099",1,14,2,10,17,10,13,13,12,10
"ENSMUSG00000039100",2394,2277.00082698341,2729,2108.0061644739,2643,1729,1831.00158592089,1778.00034844151,2098,1612
"ENSMUSG00000039103",6,5,11,7,7,9,4,7,10,6
"ENSMUSG00000039105",542,1329,845,996,1513,1538,1255,1020,1310,975
"ENSMUSG00000039106",0,0,0,1,3,1,0,1.00093185614786,0,2
"ENSMUSG00000039108",361,659,399,468,671,569,569,468,530,419
"ENSMUSG00000039109",17,452,26,247,207,165,742,239,400,343
"ENSMUSG00000039110",27,56,33,52,64,68,61,32,36,42
"ENSMUSG00000039114",49,9,25,11,8,13,0,11,12,7
"ENSMUSG00000039115",72.0813409350759,130.002404871606,44.0003299960249,106.002904582747,138.002670545783,119.003487587416,132.003953421756,61.0023575023456,74.0017624117947,101.379306994986
"ENSMUSG00000039116",39,63,26,50,43,29,67,41,31,51
"ENSMUSG00000039117",356,420,429,317,385,330,320,281,315,321
"ENSMUSG00000039126",144,1544.0740034662,301.957200827927,1277,1665,1070,1261.08820409899,1525.02020663419,1610.02222969791,1360
"ENSMUSG00000039128",495.244975312264,513.709596540839,764,484.096572201694,631,648,469,467,556.468628202613,471.663748607137
"ENSMUSG00000039130",128,97.234887078763,148.084777412546,97.2926443773015,106.216610715133,127,118.111023313768,92.7831159279574,82.0049652992569,71
"ENSMUSG00000039131",1076.59762230182,55.4477127886079,1713.9482233594,309.210368800696,236.532728583904,336,51.072955655181,20,57,27.4440459940094
"ENSMUSG00000039133",0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000039137",149,965,380,651,1016,618,833,767,838,616
"ENSMUSG00000039138",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039145",787.851811581505,225.674531844699,1002.08974009623,356.815049566067,293.654325017115,260.007973859646,171.005428089591,144.009988874859,191.005010605037,275.009793121495
"ENSMUSG00000039146",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039148",686,718,916,575,772,817,636,499,549,530
"ENSMUSG00000039153",57.0101304977396,14,11.1133547445728,15.0294335419229,14.1459562607581,20.2083508301755,8.00648923086239,9.00241101590681,4,17.8298146336761
"ENSMUSG00000039154",1,0,1,4,5,3,3,5,3,0
"ENSMUSG00000039155",2,0,1,2,1,2,1,1,0,0
"ENSMUSG00000039156",476.10925302796,700,658,563.16696100707,701,639,595,664.1462679216,636,558
"ENSMUSG00000039157",1514,2373,2248,2125,3062,1949,1989,1754,2027,1625
"ENSMUSG00000039158",1974.20328718322,467.961479990386,141.003859660361,574.029962752183,363.021732413797,645.98845497954,121.587679699052,165.003885069858,146.001945361238,379.961693266642
"ENSMUSG00000039159",1157,1349,926,1220,1680,1311,1190,1120,1169,1054
"ENSMUSG00000039163",117,63,194,90,92,134,75,45,64,71
"ENSMUSG00000039164",87,87,108,86,131,93,76,65,78,79
"ENSMUSG00000039166",437,146,897,236,198,204,124,105,121,105
"ENSMUSG00000039167",111,414,88,289.165454196571,427.645868947491,346,408.432807300521,411,389,301
"ENSMUSG00000039168",1689.82215305061,3073,1689,2519,4125,3189,3508,2722,2782,2963
"ENSMUSG00000039174",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039176",563,559,625,425,541,423,487,476,444,513
"ENSMUSG00000039178",58,360,93,260,381,281,341,367,343,279
"ENSMUSG00000039179",0,6,2,6,5,6,2,6,4,1
"ENSMUSG00000039182",104,254,168,234,297,224,200.801671747514,188,215,225
"ENSMUSG00000039183",308,195,415,168,225,291,171,121,140,151
"ENSMUSG00000039187",54.8441491160077,17,80,20,21,26.8415969047745,11,15,17,8
"ENSMUSG00000039191",503,691.380424728505,505,531,649.000679294362,496,540,479,568.003562300438,592.932735848716
